"REF_DATE","GEO","DGUID","Income concept","Economic family type","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2012","Atlantic provinces","","Average income tax","Married couples","Dollars","81","units ","0","v92045092","2.4.7","13600","B","","","0"
"2012","Atlantic provinces","","Average income tax","Two-parent families with children","Dollars","81","units ","0","v92045093","2.4.11","17700","B","","","0"
"2012","Atlantic provinces","","Average income tax","Married couples with other relatives","Dollars","81","units ","0","v92045094","2.4.16","21800","C","","","0"
"2012","Atlantic provinces","","Average income tax","Lone-parent families","Dollars","81","units ","0","v92045095","2.4.17","3700","E","","","0"
"2012","Atlantic provinces","","Average income tax","Male lone-parent families","Dollars","81","units ","0","v92045096","2.4.18","9200","E","","","0"
"2012","Atlantic provinces","","Average income tax","Female lone-parent families","Dollars","81","units ","0","v92045097","2.4.19","2300","E","","","0"
"2012","Atlantic provinces","","Average income tax","Other non-elderly families","Dollars","81","units ","0","v92045098","2.4.23","9500","C","","","0"
"2012","Atlantic provinces","","Average income tax","Unattached individuals","Dollars","81","units ","0","v92045099","2.4.24","4800","C","","","0"
"2012","Atlantic provinces","","Average income tax","Elderly males","Dollars","81","units ","0","v92045100","2.4.25","4000","E","","","0"
"2012","Atlantic provinces","","Average income tax","Elderly females","Dollars","81","units ","0","v92045101","2.4.28","2600","D","","","0"
"2012","Atlantic provinces","","Average income tax","Non-elderly males","Dollars","81","units ","0","v92045102","2.4.31","6000","D","","","0"
"2012","Atlantic provinces","","Average income tax","Non-elderly females","Dollars","81","units ","0","v92045103","2.4.34","5100","D","","","0"
"2012","Atlantic provinces","","Median income tax","All family units","Dollars","81","units ","0","v92045104","2.11.1","5100","B","","","0"
"2012","Atlantic provinces","","Median income tax","Economic families, two persons or more","Dollars","81","units ","0","v92045105","2.11.2","8200","B","","","0"
"2012","Atlantic provinces","","Median income tax","Elderly families","Dollars","81","units ","0","v92045106","2.11.3","1400","E","","","0"
"2012","Atlantic provinces","","Median income tax","Elderly married couples","Dollars","81","units ","0","v92045107","2.11.4","1500","E","","","0"
"2012","Atlantic provinces","","Median income tax","Other elderly families","Dollars","81","units ","0","v92045108","2.11.5","","F","","","0"
"2012","Atlantic provinces","","Median income tax","Non-elderly families","Dollars","81","units ","0","v92045109","2.11.6","10400","B","","","0"
"2012","Atlantic provinces","","Median income tax","Married couples","Dollars","81","units ","0","v92045110","2.11.7","9600","C","","","0"
"2012","Atlantic provinces","","Median income tax","Two-parent families with children","Dollars","81","units ","0","v92045111","2.11.11","14300","B","","","0"
"2012","Atlantic provinces","","Median income tax","Married couples with other relatives","Dollars","81","units ","0","v92045112","2.11.16","17800","C","","","0"
"2012","Atlantic provinces","","Median income tax","Lone-parent families","Dollars","81","units ","0","v92045113","2.11.17","","F","","","0"
"2012","Atlantic provinces","","Median income tax","Male lone-parent families","Dollars","81","units ","0","v92045114","2.11.18","4700","E","","","0"
"2012","Atlantic provinces","","Median income tax","Female lone-parent families","Dollars","81","units ","0","v92045115","2.11.19","","F","","","0"
"2012","Atlantic provinces","","Median income tax","Other non-elderly families","Dollars","81","units ","0","v92045116","2.11.23","5800","D","","","0"
"2012","Atlantic provinces","","Median income tax","Unattached individuals","Dollars","81","units ","0","v92045117","2.11.24","1700","E","","","0"
"2012","Atlantic provinces","","Median income tax","Elderly males","Dollars","81","units ","0","v92045118","2.11.25","","F","","","0"
"2012","Atlantic provinces","","Median income tax","Elderly females","Dollars","81","units ","0","v92045119","2.11.28","","F","","","0"
"2012","Atlantic provinces","","Median income tax","Non-elderly males","Dollars","81","units ","0","v92045120","2.11.31","3400","D","","","0"
"2012","Atlantic provinces","","Median income tax","Non-elderly females","Dollars","81","units ","0","v92045121","2.11.34","2200","E","","","0"
"2012","Atlantic provinces","","Average after-tax income","All family units","Dollars","81","units ","0","v92045122","2.5.1","56700","A","","","0"
"2012","Atlantic provinces","","Average after-tax income","Economic families, two persons or more","Dollars","81","units ","0","v92045123","2.5.2","70700","A","","","0"
"2012","Atlantic provinces","","Average after-tax income","Elderly families","Dollars","81","units ","0","v92045124","2.5.3","54900","B","","","0"
"2012","Atlantic provinces","","Average after-tax income","Elderly married couples","Dollars","81","units ","0","v92045125","2.5.4","52100","B","","","0"
"2012","Atlantic provinces","","Average after-tax income","Other elderly families","Dollars","81","units ","0","v92045126","2.5.5","65500","C","","","0"
"2012","Atlantic provinces","","Average after-tax income","Non-elderly families","Dollars","81","units ","0","v92045127","2.5.6","74600","A","","","0"
"2012","Atlantic provinces","","Average after-tax income","Married couples","Dollars","81","units ","0","v92045128","2.5.7","67500","A","","","0"
"2012","Atlantic provinces","","Average after-tax income","Two-parent families with children","Dollars","81","units ","0","v92045129","2.5.11","84500","A","","","0"
"2012","Atlantic provinces","","Average after-tax income","Married couples with other relatives","Dollars","81","units ","0","v92045130","2.5.16","104500","B","","","0"
"2012","Atlantic provinces","","Average after-tax income","Lone-parent families","Dollars","81","units ","0","v92045131","2.5.17","38500","C","","","0"
"2012","Atlantic provinces","","Average after-tax income","Male lone-parent families","Dollars","81","units ","0","v92045132","2.5.18","52200","D","","","0"
"2012","Atlantic provinces","","Average after-tax income","Female lone-parent families","Dollars","81","units ","0","v92045133","2.5.19","35000","C","","","0"
"2012","Atlantic provinces","","Average after-tax income","Other non-elderly families","Dollars","81","units ","0","v92045134","2.5.23","61400","B","","","0"
"2012","Atlantic provinces","","Average after-tax income","Unattached individuals","Dollars","81","units ","0","v92045135","2.5.24","28800","B","","","0"
"2012","Atlantic provinces","","Average after-tax income","Elderly males","Dollars","81","units ","0","v92045136","2.5.25","28500","C","","","0"
"2012","Atlantic provinces","","Average after-tax income","Elderly females","Dollars","81","units ","0","v92045137","2.5.28","26500","B","","","0"
"2012","Atlantic provinces","","Average after-tax income","Non-elderly males","Dollars","81","units ","0","v92045138","2.5.31","30500","C","","","0"
"2012","Atlantic provinces","","Average after-tax income","Non-elderly females","Dollars","81","units ","0","v92045139","2.5.34","28600","B","","","0"
"2012","Atlantic provinces","","Median after-tax income","All family units","Dollars","81","units ","0","v92045140","2.12.1","47200","A","","","0"
"2012","Atlantic provinces","","Median after-tax income","Economic families, two persons or more","Dollars","81","units ","0","v92045141","2.12.2","61300","A","","","0"
"2012","Atlantic provinces","","Median after-tax income","Elderly families","Dollars","81","units ","0","v92045142","2.12.3","45100","B","","","0"
"2012","Atlantic provinces","","Median after-tax income","Elderly married couples","Dollars","81","units ","0","v92045143","2.12.4","44200","B","","","0"
"2012","Atlantic provinces","","Median after-tax income","Other elderly families","Dollars","81","units ","0","v92045144","2.12.5","55600","D","","","0"
"2012","Atlantic provinces","","Median after-tax income","Non-elderly families","Dollars","81","units ","0","v92045145","2.12.6","66000","A","","","0"
"2012","Atlantic provinces","","Median after-tax income","Married couples","Dollars","81","units ","0","v92045146","2.12.7","60600","A","","","0"
"2012","Atlantic provinces","","Median after-tax income","Two-parent families with children","Dollars","81","units ","0","v92045147","2.12.11","77900","B","","","0"
"2012","Atlantic provinces","","Median after-tax income","Married couples with other relatives","Dollars","81","units ","0","v92045148","2.12.16","97900","B","","","0"
"2012","Atlantic provinces","","Median after-tax income","Lone-parent families","Dollars","81","units ","0","v92045149","2.12.17","34600","C","","","0"
"2012","Atlantic provinces","","Median after-tax income","Male lone-parent families","Dollars","81","units ","0","v92045150","2.12.18","50900","D","","","0"
"2012","Atlantic provinces","","Median after-tax income","Female lone-parent families","Dollars","81","units ","0","v92045151","2.12.19","31800","C","","","0"
"2012","Atlantic provinces","","Median after-tax income","Other non-elderly families","Dollars","81","units ","0","v92045152","2.12.23","55100","C","","","0"
"2012","Atlantic provinces","","Median after-tax income","Unattached individuals","Dollars","81","units ","0","v92045153","2.12.24","24300","B","","","0"
"2012","Atlantic provinces","","Median after-tax income","Elderly males","Dollars","81","units ","0","v92045154","2.12.25","21800","C","","","0"
"2012","Atlantic provinces","","Median after-tax income","Elderly females","Dollars","81","units ","0","v92045155","2.12.28","21900","B","","","0"
"2012","Atlantic provinces","","Median after-tax income","Non-elderly males","Dollars","81","units ","0","v92045156","2.12.31","27200","C","","","0"
"2012","Atlantic provinces","","Median after-tax income","Non-elderly females","Dollars","81","units ","0","v92045157","2.12.34","24300","C","","","0"
"2012","Atlantic provinces","","Implicit government transfer rate","All family units","Percent","239","units ","0","v92045158","2.6.1","16.3","A","","","1"
"2012","Atlantic provinces","","Implicit government transfer rate","Economic families, two persons or more","Percent","239","units ","0","v92045159","2.6.2","15.0","A","","","1"
"2012","Atlantic provinces","","Implicit government transfer rate","Elderly families","Percent","239","units ","0","v92045160","2.6.3","42.4","B","","","1"
"2012","Atlantic provinces","","Implicit government transfer rate","Elderly married couples","Percent","239","units ","0","v92045161","2.6.4","43.8","C","","","1"
"2012","Atlantic provinces","","Implicit government transfer rate","Other elderly families","Percent","239","units ","0","v92045162","2.6.5","38.2","C","","","1"
"2012","Atlantic provinces","","Implicit government transfer rate","Non-elderly families","Percent","239","units ","0","v92045163","2.6.6","10.3","B","","","1"
"2012","Atlantic provinces","","Implicit government transfer rate","Married couples","Percent","239","units ","0","v92045164","2.6.7","9.8","C","","","1"
"2012","Atlantic provinces","","Implicit government transfer rate","Two-parent families with children","Percent","239","units ","0","v92045165","2.6.11","8.4","C","","","1"
"2012","Atlantic provinces","","Implicit government transfer rate","Married couples with other relatives","Percent","239","units ","0","v92045166","2.6.16","8.3","D","","","1"
"2012","Atlantic provinces","","Implicit government transfer rate","Lone-parent families","Percent","239","units ","0","v92045167","2.6.17","28.6","D","","","1"
"2012","Atlantic provinces","","Implicit government transfer rate","Male lone-parent families","Percent","239","units ","0","v92045168","2.6.18","14.9","E","","","1"
"2012","Atlantic provinces","","Implicit government transfer rate","Female lone-parent families","Percent","239","units ","0","v92045169","2.6.19","34.4","D","","","1"
"2012","Atlantic provinces","","Implicit government transfer rate","Other non-elderly families","Percent","239","units ","0","v92045170","2.6.23","16.0","C","","","1"
"2012","Atlantic provinces","","Implicit government transfer rate","Unattached individuals","Percent","239","units ","0","v92045171","2.6.24","22.8","B","","","1"
"2012","Atlantic provinces","","Implicit government transfer rate","Elderly males","Percent","239","units ","0","v92045172","2.6.25","50.4","D","","","1"
"2012","Atlantic provinces","","Implicit government transfer rate","Elderly females","Percent","239","units ","0","v92045173","2.6.28","55.9","C","","","1"
"2012","Atlantic provinces","","Implicit government transfer rate","Non-elderly males","Percent","239","units ","0","v92045174","2.6.31","10.8","D","","","1"
"2012","Atlantic provinces","","Implicit government transfer rate","Non-elderly females","Percent","239","units ","0","v92045175","2.6.34","10.3","D","","","1"
"2012","Atlantic provinces","","Implicit income tax rate","All family units","Percent","239","units ","0","v92045176","2.7.1","15.3","A","","","1"
"2012","Atlantic provinces","","Implicit income tax rate","Economic families, two persons or more","Percent","239","units ","0","v92045177","2.7.2","15.6","A","","","1"
"2012","Atlantic provinces","","Implicit income tax rate","Elderly families","Percent","239","units ","0","v92045178","2.7.3","10.6","D","","","1"
"2012","Atlantic provinces","","Implicit income tax rate","Elderly married couples","Percent","239","units ","0","v92045179","2.7.4","11.0","D","","","1"
"2012","Atlantic provinces","","Implicit income tax rate","Other elderly families","Percent","239","units ","0","v92045180","2.7.5","9.3","D","","","1"
"2012","Atlantic provinces","","Implicit income tax rate","Non-elderly families","Percent","239","units ","0","v92045181","2.7.6","16.4","A","","","1"
"2012","Atlantic provinces","","Implicit income tax rate","Married couples","Percent","239","units ","0","v92045182","2.7.7","16.7","A","","","1"
"2012","Atlantic provinces","","Implicit income tax rate","Two-parent families with children","Percent","239","units ","0","v92045183","2.7.11","17.3","A","","","1"
"2012","Atlantic provinces","","Implicit income tax rate","Married couples with other relatives","Percent","239","units ","0","v92045184","2.7.16","17.2","B","","","1"
"2012","Atlantic provinces","","Implicit income tax rate","Lone-parent families","Percent","239","units ","0","v92045185","2.7.17","8.7","D","","","1"
"2012","Atlantic provinces","","Implicit income tax rate","Male lone-parent families","Percent","239","units ","0","v92045186","2.7.18","15.0","D","","","1"
"2012","Atlantic provinces","","Implicit income tax rate","Female lone-parent families","Percent","239","units ","0","v92045187","2.7.19","6.1","E","","","1"
"2012","Atlantic provinces","","Implicit income tax rate","Other non-elderly families","Percent","239","units ","0","v92045188","2.7.23","13.4","C","","","1"
"2012","Atlantic provinces","","Implicit income tax rate","Unattached individuals","Percent","239","units ","0","v92045189","2.7.24","14.3","B","","","1"
"2012","Atlantic provinces","","Implicit income tax rate","Elderly males","Percent","239","units ","0","v92045190","2.7.25","12.3","E","","","1"
"2012","Atlantic provinces","","Implicit income tax rate","Elderly females","Percent","239","units ","0","v92045191","2.7.28","9.0","D","","","1"
"2012","Atlantic provinces","","Implicit income tax rate","Non-elderly males","Percent","239","units ","0","v92045192","2.7.31","16.6","C","","","1"
"2012","Atlantic provinces","","Implicit income tax rate","Non-elderly females","Percent","239","units ","0","v92045193","2.7.34","15.1","C","","","1"
"2012","Newfoundland and Labrador","","Average market income","All family units","Dollars","81","units ","0","v92045194","3.1.1","60500","A","","","0"
"2012","Newfoundland and Labrador","","Average market income","Economic families, two persons or more","Dollars","81","units ","0","v92045195","3.1.2","75600","A","","","0"
"2012","Newfoundland and Labrador","","Average market income","Elderly families","Dollars","81","units ","0","v92045196","3.1.3","33600","D","","","0"
"2012","Newfoundland and Labrador","","Average market income","Elderly married couples","Dollars","81","units ","0","v92045197","3.1.4","28500","D","","","0"
"2012","Newfoundland and Labrador","","Average market income","Other elderly families","Dollars","81","units ","0","v92045198","3.1.5","48200","E","","","0"
"2012","Newfoundland and Labrador","","Average market income","Non-elderly families","Dollars","81","units ","0","v92045199","3.1.6","84800","B","","","0"
"2012","Newfoundland and Labrador","","Average market income","Married couples","Dollars","81","units ","0","v92045200","3.1.7","75500","C","","","0"
"2012","Newfoundland and Labrador","","Average market income","Two-parent families with children","Dollars","81","units ","0","v92045201","3.1.11","108700","C","","","0"
"2012","Newfoundland and Labrador","","Average market income","Married couples with other relatives","Dollars","81","units ","0","v92045202","3.1.16","112800","C","","","0"
"2012","Newfoundland and Labrador","","Average market income","Lone-parent families","Dollars","81","units ","0","v92045203","3.1.17","21700","E","","","0"
"2012","Newfoundland and Labrador","","Average market income","Male lone-parent families","Dollars","81","units ","0","v92045204","3.1.18","","F","","","0"
"2012","Newfoundland and Labrador","","Average market income","Female lone-parent families","Dollars","81","units ","0","v92045205","3.1.19","20500","E","","","0"
"2012","Newfoundland and Labrador","","Average market income","Other non-elderly families","Dollars","81","units ","0","v92045206","3.1.23","66300","D","","","0"
"2012","Newfoundland and Labrador","","Average market income","Unattached individuals","Dollars","81","units ","0","v92045207","3.1.24","23400","D","","","0"
"2012","Newfoundland and Labrador","","Average market income","Elderly males","Dollars","81","units ","0","v92045208","3.1.25","","F","","","0"
"2012","Newfoundland and Labrador","","Average market income","Elderly females","Dollars","81","units ","0","v92045209","3.1.28","6700","E","","","0"
"2012","Newfoundland and Labrador","","Average market income","Non-elderly males","Dollars","81","units ","0","v92045210","3.1.31","31400","D","","","0"
"2012","Newfoundland and Labrador","","Average market income","Non-elderly females","Dollars","81","units ","0","v92045211","3.1.34","29800","D","","","0"
"2012","Newfoundland and Labrador","","Median market income","All family units","Dollars","81","units ","0","v92045212","3.8.1","41800","C","","","0"
"2012","Newfoundland and Labrador","","Median market income","Economic families, two persons or more","Dollars","81","units ","0","v92045213","3.8.2","56400","C","","","0"
"2012","Newfoundland and Labrador","","Median market income","Elderly families","Dollars","81","units ","0","v92045214","3.8.3","16600","E","","","0"
"2012","Newfoundland and Labrador","","Median market income","Elderly married couples","Dollars","81","units ","0","v92045215","3.8.4","14400","E","","","0"
"2012","Newfoundland and Labrador","","Median market income","Other elderly families","Dollars","81","units ","0","v92045216","3.8.5","28900","E","","","0"
"2012","Newfoundland and Labrador","","Median market income","Non-elderly families","Dollars","81","units ","0","v92045217","3.8.6","69200","B","","","0"
"2012","Newfoundland and Labrador","","Median market income","Married couples","Dollars","81","units ","0","v92045218","3.8.7","59700","C","","","0"
"2012","Newfoundland and Labrador","","Median market income","Two-parent families with children","Dollars","81","units ","0","v92045219","3.8.11","96900","C","","","0"
"2012","Newfoundland and Labrador","","Median market income","Married couples with other relatives","Dollars","81","units ","0","v92045220","3.8.16","98000","D","","","0"
"2012","Newfoundland and Labrador","","Median market income","Lone-parent families","Dollars","81","units ","0","v92045221","3.8.17","","F","","","0"
"2012","Newfoundland and Labrador","","Median market income","Male lone-parent families","Dollars","81","units ","0","v92045222","3.8.18","","F","","","0"
"2012","Newfoundland and Labrador","","Median market income","Female lone-parent families","Dollars","81","units ","0","v92045223","3.8.19","","F","","","0"
"2012","Newfoundland and Labrador","","Median market income","Other non-elderly families","Dollars","81","units ","0","v92045224","3.8.23","52900","D","","","0"
"2012","Newfoundland and Labrador","","Median market income","Unattached individuals","Dollars","81","units ","0","v92045225","3.8.24","12300","E","","","0"
"2012","Newfoundland and Labrador","","Median market income","Elderly males","Dollars","81","units ","0","v92045226","3.8.25","","F","","","0"
"2012","Newfoundland and Labrador","","Median market income","Elderly females","Dollars","81","units ","0","v92045227","3.8.28","","F","","","0"
"2012","Newfoundland and Labrador","","Median market income","Non-elderly males","Dollars","81","units ","0","v92045228","3.8.31","22100","E","","","0"
"2012","Newfoundland and Labrador","","Median market income","Non-elderly females","Dollars","81","units ","0","v92045229","3.8.34","23800","E","","","0"
"2012","Newfoundland and Labrador","","Average government transfers","All family units","Dollars","81","units ","0","v92045230","3.2.1","12400","B","","","0"
"2012","Newfoundland and Labrador","","Average government transfers","Economic families, two persons or more","Dollars","81","units ","0","v92045231","3.2.2","13700","B","","","0"
"2012","Newfoundland and Labrador","","Average government transfers","Elderly families","Dollars","81","units ","0","v92045232","3.2.3","27500","B","","","0"
"2012","Newfoundland and Labrador","","Average government transfers","Elderly married couples","Dollars","81","units ","0","v92045233","3.2.4","27000","B","","","0"
"2012","Newfoundland and Labrador","","Average government transfers","Other elderly families","Dollars","81","units ","0","v92045234","3.2.5","29200","C","","","0"
"2012","Newfoundland and Labrador","","Average government transfers","Non-elderly families","Dollars","81","units ","0","v92045235","3.2.6","10700","C","","","0"
"2012","Newfoundland and Labrador","","Average government transfers","Married couples","Dollars","81","units ","0","v92045236","3.2.7","9000","C","","","0"
"2012","Newfoundland and Labrador","","Average government transfers","Two-parent families with children","Dollars","81","units ","0","v92045237","3.2.11","8800","C","","","0"
"2012","Newfoundland and Labrador","","Average government transfers","Married couples with other relatives","Dollars","81","units ","0","v92045238","3.2.16","13900","D","","","0"
"2012","Newfoundland and Labrador","","Average government transfers","Lone-parent families","Dollars","81","units ","0","v92045239","3.2.17","15300","D","","","0"
"2012","Newfoundland and Labrador","","Average government transfers","Male lone-parent families","Dollars","81","units ","0","v92045240","3.2.18","","F","","","0"
"2012","Newfoundland and Labrador","","Average government transfers","Female lone-parent families","Dollars","81","units ","0","v92045241","3.2.19","15100","D","","","0"
"2012","Newfoundland and Labrador","","Average government transfers","Other non-elderly families","Dollars","81","units ","0","v92045242","3.2.23","13100","D","","","0"
"2012","Newfoundland and Labrador","","Average government transfers","Unattached individuals","Dollars","81","units ","0","v92045243","3.2.24","9300","C","","","0"
"2012","Newfoundland and Labrador","","Average government transfers","Elderly males","Dollars","81","units ","0","v92045244","3.2.25","17700","B","","","0"
"2012","Newfoundland and Labrador","","Average government transfers","Elderly females","Dollars","81","units ","0","v92045245","3.2.28","17100","B","","","0"
"2012","Newfoundland and Labrador","","Average government transfers","Non-elderly males","Dollars","81","units ","0","v92045246","3.2.31","5500","D","","","0"
"2012","Newfoundland and Labrador","","Average government transfers","Non-elderly females","Dollars","81","units ","0","v92045247","3.2.34","4400","E","","","0"
"2012","Newfoundland and Labrador","","Median government transfers","All family units","Dollars","81","units ","0","v92045248","3.9.1","11300","C","","","0"
"2012","Newfoundland and Labrador","","Median government transfers","Economic families, two persons or more","Dollars","81","units ","0","v92045249","3.9.2","11900","C","","","0"
"2012","Newfoundland and Labrador","","Median government transfers","Elderly families","Dollars","81","units ","0","v92045250","3.9.3","27700","A","","","0"
"2012","Newfoundland and Labrador","","Median government transfers","Elderly married couples","Dollars","81","units ","0","v92045251","3.9.4","27400","B","","","0"
"2012","Newfoundland and Labrador","","Median government transfers","Other elderly families","Dollars","81","units ","0","v92045252","3.9.5","28800","D","","","0"
"2012","Newfoundland and Labrador","","Median government transfers","Non-elderly families","Dollars","81","units ","0","v92045253","3.9.6","7700","D","","","0"
"2012","Newfoundland and Labrador","","Median government transfers","Married couples","Dollars","81","units ","0","v92045254","3.9.7","5500","E","","","0"
"2012","Newfoundland and Labrador","","Median government transfers","Two-parent families with children","Dollars","81","units ","0","v92045255","3.9.11","","F","","","0"
"2012","Newfoundland and Labrador","","Median government transfers","Married couples with other relatives","Dollars","81","units ","0","v92045256","3.9.16","8200","E","","","0"
"2012","Newfoundland and Labrador","","Median government transfers","Lone-parent families","Dollars","81","units ","0","v92045257","3.9.17","15700","E","","","0"
"2012","Newfoundland and Labrador","","Median government transfers","Male lone-parent families","Dollars","81","units ","0","v92045258","3.9.18","","F","","","0"
"2012","Newfoundland and Labrador","","Median government transfers","Female lone-parent families","Dollars","81","units ","0","v92045259","3.9.19","14700","E","","","0"
"2012","Newfoundland and Labrador","","Median government transfers","Other non-elderly families","Dollars","81","units ","0","v92045260","3.9.23","10000","E","","","0"
"2012","Newfoundland and Labrador","","Median government transfers","Unattached individuals","Dollars","81","units ","0","v92045261","3.9.24","10000","E","","","0"
"2012","Newfoundland and Labrador","","Median government transfers","Elderly males","Dollars","81","units ","0","v92045262","3.9.25","18100","B","","","0"
"2012","Newfoundland and Labrador","","Median government transfers","Elderly females","Dollars","81","units ","0","v92045263","3.9.28","17500","B","","","0"
"2012","Newfoundland and Labrador","","Median government transfers","Non-elderly males","Dollars","81","units ","0","v92045264","3.9.31","","F","","","0"
"2012","Newfoundland and Labrador","","Median government transfers","Non-elderly females","Dollars","81","units ","0","v92045265","3.9.34","","F","","","0"
"2012","Newfoundland and Labrador","","Average total income","All family units","Dollars","81","units ","0","v92045266","3.3.1","72900","A","","","0"
"2012","Newfoundland and Labrador","","Average total income","Economic families, two persons or more","Dollars","81","units ","0","v92045267","3.3.2","89300","A","","","0"
"2012","Newfoundland and Labrador","","Average total income","Elderly families","Dollars","81","units ","0","v92045268","3.3.3","61100","C","","","0"
"2012","Newfoundland and Labrador","","Average total income","Elderly married couples","Dollars","81","units ","0","v92045269","3.3.4","55500","C","","","0"
"2012","Newfoundland and Labrador","","Average total income","Other elderly families","Dollars","81","units ","0","v92045270","3.3.5","77400","D","","","0"
"2012","Newfoundland and Labrador","","Average total income","Non-elderly families","Dollars","81","units ","0","v92045271","3.3.6","95500","A","","","0"
"2012","Newfoundland and Labrador","","Average total income","Married couples","Dollars","81","units ","0","v92045272","3.3.7","84600","C","","","0"
"2012","Newfoundland and Labrador","","Average total income","Two-parent families with children","Dollars","81","units ","0","v92045273","3.3.11","117500","B","","","0"
"2012","Newfoundland and Labrador","","Average total income","Married couples with other relatives","Dollars","81","units ","0","v92045274","3.3.16","126700","C","","","0"
"2012","Newfoundland and Labrador","","Average total income","Lone-parent families","Dollars","81","units ","0","v92045275","3.3.17","37000","D","","","0"
"2012","Newfoundland and Labrador","","Average total income","Male lone-parent families","Dollars","81","units ","0","v92045276","3.3.18","","F","","","0"
"2012","Newfoundland and Labrador","","Average total income","Female lone-parent families","Dollars","81","units ","0","v92045277","3.3.19","35600","D","","","0"
"2012","Newfoundland and Labrador","","Average total income","Other non-elderly families","Dollars","81","units ","0","v92045278","3.3.23","79400","C","","","0"
"2012","Newfoundland and Labrador","","Average total income","Unattached individuals","Dollars","81","units ","0","v92045279","3.3.24","32700","C","","","0"
"2012","Newfoundland and Labrador","","Average total income","Elderly males","Dollars","81","units ","0","v92045280","3.3.25","32900","E","","","0"
"2012","Newfoundland and Labrador","","Average total income","Elderly females","Dollars","81","units ","0","v92045281","3.3.28","23800","C","","","0"
"2012","Newfoundland and Labrador","","Average total income","Non-elderly males","Dollars","81","units ","0","v92045282","3.3.31","36900","D","","","0"
"2012","Newfoundland and Labrador","","Average total income","Non-elderly females","Dollars","81","units ","0","v92045283","3.3.34","34200","D","","","0"
"2012","Newfoundland and Labrador","","Median total income","All family units","Dollars","81","units ","0","v92045284","3.10.1","54600","B","","","0"
"2012","Newfoundland and Labrador","","Median total income","Economic families, two persons or more","Dollars","81","units ","0","v92045285","3.10.2","72600","B","","","0"
"2012","Newfoundland and Labrador","","Median total income","Elderly families","Dollars","81","units ","0","v92045286","3.10.3","44000","D","","","0"
"2012","Newfoundland and Labrador","","Median total income","Elderly married couples","Dollars","81","units ","0","v92045287","3.10.4","40500","D","","","0"
"2012","Newfoundland and Labrador","","Median total income","Other elderly families","Dollars","81","units ","0","v92045288","3.10.5","58100","D","","","0"
"2012","Newfoundland and Labrador","","Median total income","Non-elderly families","Dollars","81","units ","0","v92045289","3.10.6","80100","B","","","0"
"2012","Newfoundland and Labrador","","Median total income","Married couples","Dollars","81","units ","0","v92045290","3.10.7","70500","C","","","0"
"2012","Newfoundland and Labrador","","Median total income","Two-parent families with children","Dollars","81","units ","0","v92045291","3.10.11","106400","C","","","0"
"2012","Newfoundland and Labrador","","Median total income","Married couples with other relatives","Dollars","81","units ","0","v92045292","3.10.16","109100","D","","","0"
"2012","Newfoundland and Labrador","","Median total income","Lone-parent families","Dollars","81","units ","0","v92045293","3.10.17","30500","D","","","0"
"2012","Newfoundland and Labrador","","Median total income","Male lone-parent families","Dollars","81","units ","0","v92045294","3.10.18","","F","","","0"
"2012","Newfoundland and Labrador","","Median total income","Female lone-parent families","Dollars","81","units ","0","v92045295","3.10.19","29300","D","","","0"
"2012","Newfoundland and Labrador","","Median total income","Other non-elderly families","Dollars","81","units ","0","v92045296","3.10.23","71500","D","","","0"
"2012","Newfoundland and Labrador","","Median total income","Unattached individuals","Dollars","81","units ","0","v92045297","3.10.24","23100","C","","","0"
"2012","Newfoundland and Labrador","","Median total income","Elderly males","Dollars","81","units ","0","v92045298","3.10.25","19700","C","","","0"
"2012","Newfoundland and Labrador","","Median total income","Elderly females","Dollars","81","units ","0","v92045299","3.10.28","20300","B","","","0"
"2012","Newfoundland and Labrador","","Median total income","Non-elderly males","Dollars","81","units ","0","v92045300","3.10.31","30700","E","","","0"
"2012","Newfoundland and Labrador","","Median total income","Non-elderly females","Dollars","81","units ","0","v92045301","3.10.34","27000","E","","","0"
"2012","Newfoundland and Labrador","","Average income tax","All family units","Dollars","81","units ","0","v92045302","3.4.1","11700","B","","","0"
"2012","Newfoundland and Labrador","","Average income tax","Economic families, two persons or more","Dollars","81","units ","0","v92045303","3.4.2","14700","B","","","0"
"2012","Newfoundland and Labrador","","Average income tax","Elderly families","Dollars","81","units ","0","v92045304","3.4.3","6100","E","","","0"
"2012","Newfoundland and Labrador","","Average income tax","Elderly married couples","Dollars","81","units ","0","v92045305","3.4.4","5400","E","","","0"
"2012","Newfoundland and Labrador","","Average income tax","Other elderly families","Dollars","81","units ","0","v92045306","3.4.5","","F","","","0"
"2012","Newfoundland and Labrador","","Average income tax","Non-elderly families","Dollars","81","units ","0","v92045307","3.4.6","16600","B","","","0"
"2012","Newfoundland and Labrador","","Average income tax","Married couples","Dollars","81","units ","0","v92045308","3.4.7","14800","C","","","0"
"2012","Newfoundland and Labrador","","Average income tax","Two-parent families with children","Dollars","81","units ","0","v92045309","3.4.11","21900","C","","","0"
"2012","Newfoundland and Labrador","","Average income tax","Married couples with other relatives","Dollars","81","units ","0","v92045310","3.4.16","22800","D","","","0"
"2012","Newfoundland and Labrador","","Average income tax","Lone-parent families","Dollars","81","units ","0","v92045311","3.4.17","","F","","","0"
